,Length,Height
2997,2997,0.17
2998,2998,0.18
2999,2999,0.16
3000,3000,0.165
3001,3001,0.185
3002,3002,0.175
3003,3003,0.17
3004,3004,0.21
3005,3005,0.185
3006,3006,0.225
3007,3007,0.205
3008,3008,0.065
3009,3009,0.08
3010,3010,0.09
3011,3011,0.1
3012,3012,0.09
3013,3013,0.09
3014,3014,0.11
3015,3015,0.105
3016,3016,0.105
3017,3017,0.105
3018,3018,0.115
3019,3019,0.125
3020,3020,0.105
3021,3021,0.11
3022,3022,0.125
3023,3023,0.11
3024,3024,0.1
3025,3025,0.115
3026,3026,0.135
3027,3027,0.125
3028,3028,0.14
3029,3029,0.115
3030,3030,0.11
3031,3031,0.145
3032,3032,0.12
3033,3033,0.19
3034,3034,0.15
3035,3035,0.145
3036,3036,0.145
3037,3037,0.135
3038,3038,0.145
3039,3039,0.14
3040,3040,0.15
3041,3041,0.13
3042,3042,0.14
3043,3043,0.16
3044,3044,0.155
3045,3045,0.175
3046,3046,0.165
3047,3047,0.145
3048,3048,0.15
3049,3049,0.175
3050,3050,0.14
3051,3051,0.16
3052,3052,0.14
3053,3053,0.15
3054,3054,0.16
3055,3055,0.215
3056,3056,0.17
3057,3057,0.16
3058,3058,0.155
3059,3059,0.175
3060,3060,0.18
3061,3061,0.165
3062,3062,0.155
3063,3063,0.18
3064,3064,0.145
3065,3065,0.15
3066,3066,0.17
3067,3067,0.175
3068,3068,0.165
3069,3069,0.16
3070,3070,0.17
3071,3071,0.18
3072,3072,0.155
3073,3073,0.145
3074,3074,0.185
3075,3075,0.195
3076,3076,0.165
3077,3077,0.2
3078,3078,0.22
3079,3079,0.175
3080,3080,0.205
3081,3081,0.2
3082,3082,0.05
3083,3083,0.05
3084,3084,0.06
3085,3085,0.075
3086,3086,0.095
3087,3087,0.085
3088,3088,0.11
3089,3089,0.14
3090,3090,0.12
3091,3091,0.125
3092,3092,0.15
3093,3093,0.13
3094,3094,0.12
3095,3095,0.115
3096,3096,0.145
3097,3097,0.15
3098,3098,0.15
3099,3099,0.125
3100,3100,0.145
3101,3101,0.18
3102,3102,0.18
3103,3103,0.2
3104,3104,0.06
3105,3105,0.065
3106,3106,0.1
3107,3107,0.08
3108,3108,0.085
3109,3109,0.12
3110,3110,0.105
3111,3111,0.115
3112,3112,0.105
3113,3113,0.1
3114,3114,0.12
3115,3115,0.135
3116,3116,0.1
3117,3117,0.145
3118,3118,0.135
3119,3119,0.13
3120,3120,0.14
3121,3121,0.15
3122,3122,0.135
3123,3123,0.135
3124,3124,0.15
3125,3125,0.155
3126,3126,0.155
3127,3127,0.19
3128,3128,0.17
3129,3129,0.165
3130,3130,0.16
3131,3131,0.17
3132,3132,0.1
3133,3133,0.125
3134,3134,0.125
3135,3135,0.125
3136,3136,0.105
3137,3137,0.14
3138,3138,0.09
3139,3139,0.16
3140,3140,0.08
3141,3141,0.055
3142,3142,0.04
3143,3143,0.2
3144,3144,0.17
3145,3145,0.15
3146,3146,0.18
3147,3147,0.195
3148,3148,0.215
3149,3149,0.165
3150,3150,0.175
3151,3151,0.105
3152,3152,0.1
3153,3153,0.13
3154,3154,0.125
3155,3155,0.165
3156,3156,0.09
3157,3157,0.11
3158,3158,0.085
3159,3159,0.065
3160,3160,0.07
3161,3161,0.14
3162,3162,0.125
3163,3163,0.19
3164,3164,0.115
3165,3165,0.175
3166,3166,0.155
3167,3167,0.115
3168,3168,0.155
3169,3169,0.155
3170,3170,0.16
3171,3171,0.18
3172,3172,0.09
3173,3173,0.12
3174,3174,0.12
3175,3175,0.13
3176,3176,0.135
3177,3177,0.1
3178,3178,0.07
3179,3179,0.1
3180,3180,0.135
3181,3181,0.165
3182,3182,0.115
3183,3183,0.175
3184,3184,0.15
3185,3185,0.11
3186,3186,0.135
3187,3187,0.23
3188,3188,0.15
3189,3189,0.025
3190,3190,0.18
3191,3191,0.115
3192,3192,0.185
3193,3193,0.16
3194,3194,0.175
3195,3195,0.075
3196,3196,0.075
3197,3197,0.14
3198,3198,0.155
3199,3199,0.16
3200,3200,0.1
3201,3201,0.22
3202,3202,0.185
3203,3203,0.185
3204,3204,0.095
3205,3205,0.075
3206,3206,0.125
3207,3207,0.08
3208,3208,0.125
3209,3209,0.14
3210,3210,0.165
3211,3211,0.17
3212,3212,0.14
3213,3213,0.16
3214,3214,0.175
3215,3215,0.19
3216,3216,0.12
3217,3217,0.19
3218,3218,0.175
3219,3219,0.145
3220,3220,0.09
3221,3221,0.195
3222,3222,0.175
3223,3223,0.2
3224,3224,0.12
3225,3225,0.13
3226,3226,0.135
3227,3227,0.125
3228,3228,0.19
3229,3229,0.15
3230,3230,0.12
3231,3231,0.15
3232,3232,0.19
3233,3233,0.205
3234,3234,0.155
3235,3235,0.1
3236,3236,0.155
3237,3237,0.15
3238,3238,0.185
3239,3239,0.135
3240,3240,0.19
3241,3241,0.19
3242,3242,0.16
3243,3243,0.205
3244,3244,0.16
3245,3245,0.16
3246,3246,0.19
3247,3247,0.165
3248,3248,0.09
3249,3249,0.125
3250,3250,0.125
3251,3251,0.13
3252,3252,0.105
3253,3253,0.105
3254,3254,0.075
3255,3255,0.15
3256,3256,0.11
3257,3257,0.125
3258,3258,0.165
3259,3259,0.125
3260,3260,0.19
3261,3261,0.145
3262,3262,0.115
3263,3263,0.14
3264,3264,0.135
3265,3265,0.135
3266,3266,0.115
3267,3267,0.125
3268,3268,0.145
3269,3269,0.13
3270,3270,0.155
3271,3271,0.125
3272,3272,0.14
3273,3273,0.14
3274,3274,0.11
3275,3275,0.125
3276,3276,0.14
3277,3277,0.16
3278,3278,0.19
3279,3279,0.185
3280,3280,0.17
3281,3281,0.165
3282,3282,0.155
3283,3283,0.155
3284,3284,0.185
3285,3285,0.175
3286,3286,0.13
3287,3287,0.145
3288,3288,0.16
3289,3289,0.12
3290,3290,0.13
3291,3291,0.15
3292,3292,0.185
3293,3293,0.16
3294,3294,0.12
3295,3295,0.165
3296,3296,0.19
3297,3297,0.175
3298,3298,0.175
3299,3299,0.205
3300,3300,0.19
3301,3301,0.175
3302,3302,0.185
3303,3303,0.14
3304,3304,0.175
3305,3305,0.115
3306,3306,0.135
3307,3307,0.08
3308,3308,0.12
3309,3309,0.165
3310,3310,0.135
3311,3311,0.15
3312,3312,0.11
3313,3313,0.115
3314,3314,0.09
3315,3315,0.14
3316,3316,0.065
3317,3317,0.04
3318,3318,0.2
3319,3319,0.155
3320,3320,0.14
3321,3321,0.13
3322,3322,0.105
3323,3323,0.1
3324,3324,0.09
3325,3325,0.135
3326,3326,0.2
3327,3327,0.17
3328,3328,0.15
3329,3329,0.125
3330,3330,0.18
3331,3331,0.125
3332,3332,0.125
3333,3333,0.105
3334,3334,0.135
3335,3335,0.125
3336,3336,0.18
3337,3337,0.175
3338,3338,0.185
3339,3339,0.145
3340,3340,0.135
3341,3341,0.095
3342,3342,0.11
3343,3343,0.145
3344,3344,0.145
3345,3345,0.16
3346,3346,0.1
3347,3347,0.115
3348,3348,0.105
3349,3349,0.13
3350,3350,0.13
3351,3351,0.145
3352,3352,0.14
3353,3353,0.11
3354,3354,0.11
3355,3355,0.1
3356,3356,0.1
3357,3357,0.075
3358,3358,0.17
3359,3359,0.175
3360,3360,0.095
3361,3361,0.1
3362,3362,0.15
3363,3363,0.085
3364,3364,0.115
3365,3365,0.065
3366,3366,0.195
3367,3367,0.165
3368,3368,0.17
3369,3369,0.125
3370,3370,0.09
3371,3371,0.135
3372,3372,0.155
3373,3373,0.125
3374,3374,0.15
3375,3375,0.09
3376,3376,0.07
3377,3377,0.075
3378,3378,0.08
3379,3379,0.045
3380,3380,0.165
3381,3381,0.12
3382,3382,0.13
3383,3383,0.07
3384,3384,0.115
3385,3385,0.125
3386,3386,0.145
3387,3387,0.185
3388,3388,0.15
3389,3389,0.16
3390,3390,0.125
3391,3391,0.185
3392,3392,0.13
3393,3393,0.16
3394,3394,0.165
3395,3395,0.16
3396,3396,0.15
3397,3397,0.085
3398,3398,0.115
3399,3399,0.135
3400,3400,0.15
3401,3401,0.15
3402,3402,0.11
3403,3403,0.105
3404,3404,0.075
3405,3405,0.075
3406,3406,0.08
3407,3407,0.09
3408,3408,0.095
3409,3409,0.105
3410,3410,0.1
3411,3411,0.115
3412,3412,0.12
3413,3413,0.105
3414,3414,0.16
3415,3415,0.14
3416,3416,0.15
3417,3417,0.18
3418,3418,0.135
3419,3419,0.165
3420,3420,0.15
3421,3421,0.155
3422,3422,0.15
3423,3423,0.17
3424,3424,0.185
3425,3425,0.2
3426,3426,0.2
3427,3427,0.065
3428,3428,0.065
3429,3429,0.075
3430,3430,0.095
3431,3431,0.09
3432,3432,0.105
3433,3433,0.09
3434,3434,0.09
3435,3435,0.095
3436,3436,0.09
3437,3437,0.105
3438,3438,0.125
3439,3439,0.1
3440,3440,0.115
3441,3441,0.13
3442,3442,0.1
3443,3443,0.115
3444,3444,0.145
3445,3445,0.11
3446,3446,0.12
3447,3447,0.12
3448,3448,0.125
3449,3449,0.125
3450,3450,0.155
3451,3451,0.145
3452,3452,0.11
3453,3453,0.165
3454,3454,0.155
3455,3455,0.16
3456,3456,0.175
3457,3457,0.16
3458,3458,0.19
3459,3459,0.165
3460,3460,0.16
3461,3461,0.17
3462,3462,0.17
3463,3463,0.155
3464,3464,0.195
3465,3465,0.17
3466,3466,0.18
3467,3467,0.165
3468,3468,0.23
3469,3469,0.2
3470,3470,0.185
3471,3471,0.05
3472,3472,0.055
3473,3473,0.085
3474,3474,0.085
3475,3475,0.1
3476,3476,0.11
3477,3477,0.11
3478,3478,0.11
3479,3479,0.105
3480,3480,0.105
3481,3481,0.145
3482,3482,0.115
3483,3483,0.16
3484,3484,0.115
3485,3485,0.16
3486,3486,0.13
3487,3487,0.13
3488,3488,0.14
3489,3489,0.16
3490,3490,0.16
3491,3491,0.145
3492,3492,0.15
3493,3493,0.135
3494,3494,0.13
3495,3495,0.145
3496,3496,0.145
3497,3497,0.145
3498,3498,0.165
3499,3499,0.145
3500,3500,0.16
3501,3501,0.175
3502,3502,0.19
3503,3503,0.18
3504,3504,0.18
3505,3505,0.175
3506,3506,0.165
3507,3507,0.175
3508,3508,0.175
3509,3509,0.18
3510,3510,0.18
3511,3511,0.175
3512,3512,0.175
3513,3513,0.18
3514,3514,0.19
3515,3515,0.2
3516,3516,0.175
3517,3517,0.195
3518,3518,0.18
3519,3519,0.185
3520,3520,0.055
3521,3521,0.06
3522,3522,0.07
3523,3523,0.085
3524,3524,0.085
3525,3525,0.085
3526,3526,0.09
3527,3527,0.085
3528,3528,0.075
3529,3529,0.09
3530,3530,0.09
3531,3531,0.09
3532,3532,0.115
3533,3533,0.09
3534,3534,0.1
3535,3535,0.11
3536,3536,0.105
3537,3537,0.11
3538,3538,0.12
3539,3539,0.095
3540,3540,0.11
3541,3541,0.11
3542,3542,0.09
3543,3543,0.125
3544,3544,0.135
3545,3545,0.115
3546,3546,0.125
3547,3547,0.12
3548,3548,0.125
3549,3549,0.115
3550,3550,0.135
3551,3551,0.105
3552,3552,0.13
3553,3553,0.13
3554,3554,0.135
3555,3555,0.13
3556,3556,0.135
3557,3557,0.155
3558,3558,0.175
3559,3559,0.155
3560,3560,0.13
3561,3561,0.16
3562,3562,0.155
3563,3563,0.125
3564,3564,0.16
3565,3565,0.155
3566,3566,0.14
3567,3567,0.14
3568,3568,0.15
3569,3569,0.165
3570,3570,0.165
3571,3571,0.165
3572,3572,0.145
3573,3573,0.17
3574,3574,0.15
3575,3575,0.155
3576,3576,0.23
3577,3577,0.17
3578,3578,0.145
3579,3579,0.165
3580,3580,0.16
3581,3581,0.16
3582,3582,0.175
3583,3583,0.165
3584,3584,0.16
3585,3585,0.15
3586,3586,0.17
3587,3587,0.185
3588,3588,0.18
3589,3589,0.195
3590,3590,0.165
3591,3591,0.16
3592,3592,0.165
3593,3593,0.155
3594,3594,0.2
3595,3595,0.145
3596,3596,0.17
3597,3597,0.18
3598,3598,0.22
3599,3599,0.04
3600,3600,0.095
3601,3601,0.09
3602,3602,0.11
3603,3603,0.11
3604,3604,0.115
3605,3605,0.11
3606,3606,0.14
3607,3607,0.155
3608,3608,0.12
3609,3609,0.16
3610,3610,0.17
3611,3611,0.18
3612,3612,0.17
3613,3613,0.155
3614,3614,0.19
3615,3615,0.2
3616,3616,0.16
3617,3617,0.17
3618,3618,0.17
3619,3619,0.17
3620,3620,0.17
3621,3621,0.165
3622,3622,0.175
3623,3623,0.175
3624,3624,0.195
3625,3625,0.19
3626,3626,0.2
3627,3627,0.225
3628,3628,0.05
3629,3629,0.07
3630,3630,0.085
3631,3631,0.075
3632,3632,0.065
3633,3633,0.085
3634,3634,0.095
3635,3635,0.09
3636,3636,0.1
3637,3637,0.105
3638,3638,0.095
3639,3639,0.12
3640,3640,0.115
3641,3641,0.12
3642,3642,0.12
3643,3643,0.105
3644,3644,0.1
3645,3645,0.125
3646,3646,0.125
3647,3647,0.12
3648,3648,0.13
3649,3649,0.14
3650,3650,0.125
3651,3651,0.14
3652,3652,0.13
3653,3653,0.14
3654,3654,0.125
3655,3655,0.125
3656,3656,0.14
3657,3657,0.155
3658,3658,0.14
3659,3659,0.125
3660,3660,0.15
3661,3661,0.14
3662,3662,0.135
3663,3663,0.15
3664,3664,0.145
3665,3665,0.15
3666,3666,0.155
3667,3667,0.145
3668,3668,0.14
3669,3669,0.135
3670,3670,0.135
3671,3671,0.135
3672,3672,0.155
3673,3673,0.165
3674,3674,0.16
3675,3675,0.16
3676,3676,0.165
3677,3677,0.15
3678,3678,0.19
3679,3679,0.165
3680,3680,0.175
3681,3681,0.18
3682,3682,0.155
3683,3683,0.155
3684,3684,0.165
3685,3685,0.135
3686,3686,0.16
3687,3687,0.17
3688,3688,0.195
3689,3689,0.175
3690,3690,0.19
3691,3691,0.17
3692,3692,0.17
3693,3693,0.16
3694,3694,0.195
3695,3695,0.205
3696,3696,0.175
3697,3697,0.175
3698,3698,0.19
3699,3699,0.17
3700,3700,0.18
3701,3701,0.195
3702,3702,0.155
3703,3703,0.195
3704,3704,0.2
3705,3705,0.185
3706,3706,0.17
3707,3707,0.195
3708,3708,0.19
3709,3709,0.175
3710,3710,0.21
3711,3711,0.17
3712,3712,0.175
3713,3713,0.185
3714,3714,0.21
3715,3715,0.075
3716,3716,0.1
3717,3717,0.115
3718,3718,0.095
3719,3719,0.115
3720,3720,0.13
3721,3721,0.105
3722,3722,0.12
3723,3723,0.15
3724,3724,0.155
3725,3725,0.145
3726,3726,0.15
3727,3727,0.15
3728,3728,0.135
3729,3729,0.115
3730,3730,0.18
3731,3731,0.19
3732,3732,0.16
3733,3733,0.165
3734,3734,0.15
3735,3735,0.18
3736,3736,0.15
3737,3737,0.17
3738,3738,0.165
3739,3739,0.17
3740,3740,0.195
3741,3741,0.205
3742,3742,0.195
3743,3743,0.065
3744,3744,0.07
3745,3745,0.085
3746,3746,0.1
3747,3747,0.1
3748,3748,0.095
3749,3749,0.11
3750,3750,0.115
3751,3751,0.135
3752,3752,0.11
3753,3753,0.14
3754,3754,0.105
3755,3755,0.12
3756,3756,0.14
3757,3757,0.14
3758,3758,0.155
3759,3759,0.13
3760,3760,0.135
3761,3761,0.115
3762,3762,0.15
3763,3763,0.145
3764,3764,0.135
3765,3765,0.14
3766,3766,0.16
3767,3767,0.145
3768,3768,0.145
3769,3769,0.125
3770,3770,0.145
3771,3771,0.12
3772,3772,0.15
3773,3773,0.14
3774,3774,0.155
3775,3775,0.155
3776,3776,0.145
3777,3777,0.125
3778,3778,0.185
3779,3779,0.185
3780,3780,0.13
3781,3781,0.175
3782,3782,0.18
3783,3783,0.155
3784,3784,0.155
3785,3785,0.185
3786,3786,0.16
3787,3787,0.15
3788,3788,0.155
3789,3789,0.175
3790,3790,0.175
3791,3791,0.175
3792,3792,0.18
3793,3793,0.175
3794,3794,0.175
3795,3795,0.21
3796,3796,0.2
3797,3797,0.175
3798,3798,0.17
3799,3799,0.205
3800,3800,0.045
3801,3801,0.075
3802,3802,0.06
3803,3803,0.1
3804,3804,0.11
3805,3805,0.095
3806,3806,0.115
3807,3807,0.13
3808,3808,0.135
3809,3809,0.125
3810,3810,0.13
3811,3811,0.17
3812,3812,0.095
3813,3813,0.095
3814,3814,0.1
3815,3815,0.12
3816,3816,0.12
3817,3817,0.14
3818,3818,0.14
3819,3819,0.145
3820,3820,0.155
3821,3821,0.175
3822,3822,0.135
3823,3823,0.17
3824,3824,0.17
3825,3825,0.185
3826,3826,0.195
3827,3827,0.175
3828,3828,0.17
3829,3829,0.12
3830,3830,0.175
3831,3831,0.115
3832,3832,0.15
3833,3833,0.075
3834,3834,0.1
3835,3835,0.1
3836,3836,0.035
3837,3837,0.095
3838,3838,0.125
3839,3839,0.145
3840,3840,0.125
3841,3841,0.145
3842,3842,0.16
3843,3843,0.155
3844,3844,0.105
3845,3845,0.085
3846,3846,0.125
3847,3847,0.22
3848,3848,0.115
3849,3849,0.11
3850,3850,0.13
3851,3851,0.15
3852,3852,0.155
3853,3853,0.155
3854,3854,0.115
3855,3855,0.085
3856,3856,0.2
3857,3857,0.165
3858,3858,0.19
3859,3859,0.15
3860,3860,0.175
3861,3861,0.125
3862,3862,0.18
3863,3863,0.065
3864,3864,0.165
3865,3865,0.165
3866,3866,0.13
3867,3867,0.135
3868,3868,0.16
3869,3869,0.165
3870,3870,0.11
3871,3871,0.115
3872,3872,0.075
3873,3873,0.15
3874,3874,0.09
3875,3875,0.16
3876,3876,0.225
3877,3877,0.115
3878,3878,0.17
3879,3879,0.1
3880,3880,0.13
3881,3881,0.16
3882,3882,0.12
3883,3883,0.075
3884,3884,0.105
3885,3885,0.12
3886,3886,0.155
3887,3887,0.1
3888,3888,0.2
3889,3889,0.14
3890,3890,0.18
3891,3891,0.15
3892,3892,0.125
3893,3893,0.135
3894,3894,0.18
3895,3895,0.19
3896,3896,0.165
3897,3897,0.15
3898,3898,0.035
3899,3899,0.14
3900,3900,0.125
3901,3901,0.02
3902,3902,0.235
3903,3903,0.165
3904,3904,0.095
3905,3905,0.065
3906,3906,0.15
3907,3907,0.135
3908,3908,0.125
3909,3909,0.135
3910,3910,0.1
3911,3911,0.14
3912,3912,0.145
3913,3913,0.14
3914,3914,0.165
3915,3915,0.16
3916,3916,0.19
3917,3917,0.19
3918,3918,0.135
3919,3919,0.085
3920,3920,0.095
3921,3921,0.14
3922,3922,0.08
3923,3923,0.165
3924,3924,0.115
3925,3925,0.16
3926,3926,0.155
3927,3927,0.22
3928,3928,0.215
3929,3929,0.185
3930,3930,0.165
3931,3931,0.115
3932,3932,0.06
3933,3933,0.08
3934,3934,0.115
3935,3935,0.115
3936,3936,0.11
3937,3937,0.065
3938,3938,0.145
3939,3939,0.105
3940,3940,0.16
3941,3941,0.115
3942,3942,0.175
3943,3943,0.16
3944,3944,0.065
3945,3945,0.165
3946,3946,0.14
3947,3947,0.165
3948,3948,0.15
3949,3949,0.13
3950,3950,0.11
3951,3951,0.08
3952,3952,0.12
3953,3953,0.105
3954,3954,0.12
3955,3955,0.14
3956,3956,0.155
3957,3957,0.18
3958,3958,0.19
3959,3959,0.195
3960,3960,0.205
3961,3961,0.195
3962,3962,0.075
3963,3963,0.06
3964,3964,0.07
3965,3965,0.065
3966,3966,0.07
3967,3967,0.095
3968,3968,0.09
3969,3969,0.09
3970,3970,0.095
3971,3971,0.12
3972,3972,0.1
3973,3973,0.115
3974,3974,0.135
3975,3975,0.135
3976,3976,0.12
3977,3977,0.12
3978,3978,0.115
3979,3979,0.115
3980,3980,0.15
3981,3981,0.15
3982,3982,0.125
3983,3983,0.155
3984,3984,0.185
3985,3985,0.17
3986,3986,0.185
3987,3987,0.165
3988,3988,0.195
3989,3989,0.2
3990,3990,0.18
3991,3991,0.23
3992,3992,0.235
3993,3993,0.045
3994,3994,0.055
3995,3995,0.0
3996,3996,0.09
3997,3997,0.08
3998,3998,0.095
3999,3999,0.135
4000,4000,0.105
4001,4001,0.125
4002,4002,0.125
4003,4003,0.125
4004,4004,0.14
4005,4005,0.15
4006,4006,0.15
4007,4007,0.155
4008,4008,0.16
4009,4009,0.15
4010,4010,0.17
4011,4011,0.14
4012,4012,0.175
4013,4013,0.175
4014,4014,0.145
4015,4015,0.175
4016,4016,0.19
4017,4017,0.155
4018,4018,0.155
4019,4019,0.175
4020,4020,0.195
4021,4021,0.195
4022,4022,0.07
4023,4023,0.065
4024,4024,0.085
4025,4025,0.09
4026,4026,0.09
4027,4027,0.1
4028,4028,0.11
4029,4029,0.1
4030,4030,0.11
4031,4031,0.09
4032,4032,0.125
4033,4033,0.125
4034,4034,0.14
4035,4035,0.14
4036,4036,0.155
4037,4037,0.125
4038,4038,0.155
4039,4039,0.12
4040,4040,0.15
4041,4041,0.165
4042,4042,0.135
4043,4043,0.155
4044,4044,0.16
4045,4045,0.155
4046,4046,0.145
4047,4047,0.16
4048,4048,0.155
4049,4049,0.175
4050,4050,0.175
4051,4051,0.145
4052,4052,0.165
4053,4053,0.18
4054,4054,0.15
4055,4055,0.165
4056,4056,0.185
4057,4057,0.185
4058,4058,0.12
4059,4059,0.13
4060,4060,0.145
4061,4061,0.15
4062,4062,0.16
4063,4063,0.18
4064,4064,0.08
4065,4065,0.085
4066,4066,0.115
4067,4067,0.1
4068,4068,0.105
4069,4069,0.125
4070,4070,0.11
4071,4071,0.12
4072,4072,0.125
4073,4073,0.14
4074,4074,0.15
4075,4075,0.14
4076,4076,0.125
4077,4077,0.18
4078,4078,0.13
4079,4079,0.125
4080,4080,0.145
4081,4081,0.15
4082,4082,0.16
4083,4083,0.17
4084,4084,0.16
4085,4085,0.155
4086,4086,0.155
4087,4087,0.13
4088,4088,0.155
4089,4089,0.205
4090,4090,0.18
4091,4091,0.19
4092,4092,0.18
4093,4093,0.175
4094,4094,0.155
4095,4095,0.175
4096,4096,0.18
4097,4097,0.16
4098,4098,0.18
4099,4099,0.175
4100,4100,0.15
4101,4101,0.185
4102,4102,0.215
4103,4103,0.175
4104,4104,0.18
4105,4105,0.205
4106,4106,0.1
4107,4107,0.1
4108,4108,0.13
4109,4109,0.155
4110,4110,0.14
4111,4111,0.18
4112,4112,0.14
4113,4113,0.15
4114,4114,0.155
4115,4115,0.16
4116,4116,0.175
4117,4117,0.185
4118,4118,0.05
4119,4119,0.09
4120,4120,0.13
4121,4121,0.11
4122,4122,0.115
4123,4123,0.12
4124,4124,0.135
4125,4125,0.145
4126,4126,0.11
4127,4127,0.145
4128,4128,0.14
4129,4129,0.14
4130,4130,0.145
4131,4131,0.17
4132,4132,0.15
4133,4133,0.14
4134,4134,0.17
4135,4135,0.155
4136,4136,0.155
4137,4137,0.155
4138,4138,0.175
4139,4139,0.19
4140,4140,0.165
4141,4141,0.18
4142,4142,0.22
4143,4143,0.19
4144,4144,0.2
4145,4145,0.21
4146,4146,0.195
4147,4147,0.175
4148,4148,0.07
4149,4149,0.08
4150,4150,0.075
4151,4151,0.09
4152,4152,0.115
4153,4153,0.095
4154,4154,0.11
4155,4155,0.11
4156,4156,0.14
4157,4157,0.11
4158,4158,0.135
4159,4159,0.165
4160,4160,0.17
4161,4161,0.1
4162,4162,0.085
4163,4163,0.1
4164,4164,0.085
4165,4165,0.115
4166,4166,0.125
4167,4167,0.125
4168,4168,0.165
4169,4169,0.13
4170,4170,0.155
4171,4171,0.165
4172,4172,0.135
4173,4173,0.205
4174,4174,0.15
4175,4175,0.195
